ObjectID,institution source,occurrenceID,institutionCode,collectionID,collectionCode,catalogNumber,sex,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,dateIdentified,identifiedBy,typeStatus,continent,country,stateProvince,locality,decimalLatitude,decimalLongitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,basisOfRecord,eventDate,year,month,day,habitat,fieldNumber,recordedBy,samplingProtocol,associatedMedia,eventRemarks,modified,Notes,notes 2,coord notes,Old id,share_data,gridref,QDS,errors,error notes,corrected,absent,sp
2015RL002409,ADU,1284991831,ADU:FrogMAP,SAFAP-VM,SAFAP-VM,URN:catalog:adu.org.za:safap:1,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,South Africa,Western Cape,Table Mountain National Park; Constantia Neck; along track to top of mountain,-34.00711728,18.40837061,Google Map,,,,,VMUS,2005/10/01,2005,10,1,,,Navarro R.A.,,,,,1,1284991831,,http://vmus.adu.org.za/?vm=FrogMAP-1,YES,3418AB,0,0,0,,0,Breviceps montanus
2015RL002410,ADU,1337000595,ADU:FrogMAP,SAFAP-VM,SAFAP-VM,URN:catalog:adu.org.za:safap:358,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,South Africa,Western Cape,Landdroskop in the Hottentots Holland Nature Reserve,-34.04845833,18.99359167,Google Earth,,,,,VMUS,2003/11/26,2003,11,26,,,Costandius Eloise,,,,,358,1337000595,,http://vmus.adu.org.za/?vm=FrogMAP-358,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002411,ADU,1369934453,ADU:FrogMAP,FrogMAP-VM,FrogMAP-VM,URN:catalog:adu.org.za:safap:914,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,South Africa,Western Cape,Landdroskop,-34.04804052,19.01068211,Google Map,,,,,VMUS,2012/08/18,2012,8,18,,,Grundlingh Felicity,,,,,914,1369934453,,http://vmus.adu.org.za/?vm=FrogMAP-914,YES,3419AA,0,0,0,,0,Breviceps montanus
2015RL002412,ADU,1386366708,ADU:FrogMAP,FrogMAP-VM,FrogMAP-VM,URN:catalog:adu.org.za:safap:1436,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,South Africa,Western Cape,"Jamaka organic farm, Middelberg",-32.33425244,19.0677166,Google Map,,,,,VMUS,2013/06/25,2013,6,25,,,Basson Handre Renier,,,,,1436,1386366708,,http://vmus.adu.org.za/?vm=FrogMAP-1436,YES,3219AC,0,0,0,,0,Breviceps montanus
2015RL002413,ADU,1427346870,ADU:FrogMAP,FrogMAP-VM,FrogMAP-VM,URN:catalog:adu.org.za:safap:3802,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,South Africa,Western Cape,Groot Winterhoek,-32.97916667,19.05472222,Google Earth,,,,,VMUS,2014/07/28,2014,7,28,,,Peacock F.,,,,,3802,1427346870,,http://vmus.adu.org.za/?vm=FrogMAP-3802,YES,3219CC,0,0,0,,0,Breviceps montanus
2015RL002414,ADU,5900050,ADU:FrogMAP,FAC,FAC,URN:adu.org.za:SAFAP:109169,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.625,21.875,,,,,,Specimen seen only,1991/10/24,1991,10,24,,,"Channing, A",,,,,109169,5900050,-33.875;21.625,http://vmus.adu.org.za/?vm=FrogMAP-109169,YES,3321DB,1,0,0,,0,Breviceps montanus
2015RL002415,ADU,5900121,ADU:FrogMAP,FAC,FAC,URN:adu.org.za:SAFAP:109239,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,20.625,,,,,,Specimen seen only,1996/05/14,1996,5,14,,,"Channing, A",,,,,109239,5900121,-33.625;20.875,http://vmus.adu.org.za/?vm=FrogMAP-109239,YES,3320DC,1,0,0,,0,Breviceps montanus
2015RL002416,ADU,5900221,ADU:FrogMAP,FAC,FAC,URN:adu.org.za:SAFAP:109340,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,19.125,centroid of reserve/park,,,,,Call heard only,1997/09/03,1997,9,3,,,"Channing, A",,,,,109340,5900221,-34;19.03333333,http://vmus.adu.org.za/?vm=FrogMAP-109340,YES,3419AA,1,0,0,,0,Breviceps montanus
2015RL002417,ADU,8001025,ADU:FrogMAP,FEC,FEC,URN:adu.org.za:SAFAP:116635,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.16028,18.97861,Map or GPS coordinates,,,,,Call heard only,1999/05/03,1999,5,3,,,,,,,,116635,8001025,,http://vmus.adu.org.za/?vm=FrogMAP-116635,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002418,ADU,9000038,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117733,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.375,19.125,,,,,,Recorded call,1996/10/10,1996,10,10,,,"Palmer, P A",,,,,117733,9000038,-34.375;19.125,http://vmus.adu.org.za/?vm=FrogMAP-117733,YES,3419AC,1,0,0,,0,Breviceps montanus
2015RL002419,ADU,9000051,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117752,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.05556,18.95694,Map or GPS coordinates,,,,,Call heard only,1997/06/21,1997,6,21,,,"Foster, EJF",,,,,117752,9000051,,http://vmus.adu.org.za/?vm=FrogMAP-117752,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002420,ADU,9000056,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117760,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.4,19.28333,Map or GPS coordinates,,,,,Call heard only,1996/10/20,1996,10,20,,,"de Villiers, A",,,,,117760,9000056,,http://vmus.adu.org.za/?vm=FrogMAP-117760,YES,3419AD,0,0,0,,0,Breviceps montanus
2015RL002421,ADU,9000060,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117767,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.375,18.875,,,,,,Recorded call,1997/0/0,1997,0,0,,,"Palmer, P A",,,,,117767,9000060,-34.875;18.375,http://vmus.adu.org.za/?vm=FrogMAP-117767,YES,3418BD,1,0,0,,0,Breviceps montanus
2015RL002422,ADU,9000061,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117774,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.375,18.875,,,,,,Recorded call,1998/0/0,1998,0,0,,,"Palmer, P A",,,,,117774,9000061,-34.875;18.375,http://vmus.adu.org.za/?vm=FrogMAP-117774,YES,3418BD,1,0,0,,0,Breviceps montanus
2015RL002423,ADU,9000116,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117896,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.91667,23.13333,Map or GPS coordinates,,,,,Call heard only,1999/07/07,1999,7,7,,,"de Villiers, A",,,,,117896,9000116,,http://vmus.adu.org.za/?vm=FrogMAP-117896,YES,3323CC,0,0,0,,0,Breviceps montanus
2015RL002424,ADU,9000149,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:117985,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.625,19.625,,,,,,Call heard only,1997/09/25,1997,9,25,,,"de Villiers, A",,,,,117985,9000149,-34.625;19.625,http://vmus.adu.org.za/?vm=FrogMAP-117985,YES,3419DA,1,0,0,,0,Breviceps montanus
2015RL002425,ADU,9000153,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118010,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,18.375,centroid of reserve/park,,,,,Call heard only,1997/04/25,1997,4,25,,,"de Villiers, A",,,,,118010,9000153,-34.11666667;18.4,http://vmus.adu.org.za/?vm=FrogMAP-118010,YES,3318CD,1,0,0,,0,Breviceps montanus
2015RL002426,ADU,9000261,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118129,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.625,19.625,,,,,,Call heard only,1990/08/01,1990,8,1,,,,,,,,118129,9000261,-34.625;19.625,http://vmus.adu.org.za/?vm=FrogMAP-118129,YES,3419DA,1,0,0,,0,Breviceps montanus
2015RL002427,ADU,9000271,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118139,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,19.625,,,,,,Specimen seen only,2001/09/08,2001,9,8,,,,,,,,118139,9000271,-34.625;19.125,http://vmus.adu.org.za/?vm=FrogMAP-118139,YES,3419BA,1,0,0,,0,Breviceps montanus
2015RL002428,ADU,9000272,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118140,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.375,19.375,,,,,,Call heard only; Specimen seen only,2000/09/27,2000,9,27,,,,,,,,118140,9000272,-34.375;19.375,http://vmus.adu.org.za/?vm=FrogMAP-118140,YES,3419AD,1,0,0,,0,Breviceps montanus
2015RL002429,ADU,9000326,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118194,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,18.375,,,,,,Call heard only,1990/07/26,1990,7,26,,,,,,,,118194,9000326,-34.125;18.375,http://vmus.adu.org.za/?vm=FrogMAP-118194,YES,3418AB,1,0,0,,0,Breviceps montanus
2015RL002430,ADU,9000334,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118202,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,18.875,,,,,,Call heard only,1988/09/09,1988,9,9,,,,,,,,118202,9000334,-33.875;18.875,http://vmus.adu.org.za/?vm=FrogMAP-118202,YES,3318DD,1,0,0,,0,Breviceps montanus
2015RL002431,ADU,9000339,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118207,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.375,18.875,,,,,,Call heard only,1990/08/28,1990,8,28,,,,,,,,118207,9000339,-34.875;18.375,http://vmus.adu.org.za/?vm=FrogMAP-118207,YES,3418BD,1,0,0,,0,Breviceps montanus
2015RL002432,ADU,9000350,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118218,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,19.125,,,,,,Call heard only,1995/12/18,1995,12,18,,,,,,,,118218,9000350,-33.125;19.875,http://vmus.adu.org.za/?vm=FrogMAP-118218,YES,3319CC,1,0,0,,0,Breviceps montanus
2015RL002433,ADU,9000358,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118226,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.625,19.625,,,,,,Call heard only,2000/07/11,2000,7,11,,,,,,,,118226,9000358,-34.625;19.625,http://vmus.adu.org.za/?vm=FrogMAP-118226,YES,3419DA,1,0,0,,0,Breviceps montanus
2015RL002434,ADU,9000369,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118237,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.625,19.125,,,,,,Call heard only,2000/08/24,2000,8,24,,,,,,,,118237,9000369,-33.125;19.625,http://vmus.adu.org.za/?vm=FrogMAP-118237,YES,3319CA,1,0,0,,0,Breviceps montanus
2015RL002435,ADU,9000372,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118240,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,18.375,,,,,,Call heard only,2000/08/29,2000,8,29,,,,,,,,118240,9000372,-34.125;18.375,http://vmus.adu.org.za/?vm=FrogMAP-118240,YES,3418AB,1,0,0,,0,Breviceps montanus
2015RL002436,ADU,9000377,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118245,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,19.625,,,,,,Specimen seen only,2000/09/05,2000,9,5,,,,,,,,118245,9000377,-33.625;19.875,http://vmus.adu.org.za/?vm=FrogMAP-118245,YES,3319DC,1,0,0,,0,Breviceps montanus
2015RL002437,ADU,9000386,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118254,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,18.875,,,,,,Specimen seen only,2001/08/28,2001,8,28,,,,,,,,118254,9000386,-34.875;18.125,http://vmus.adu.org.za/?vm=FrogMAP-118254,YES,3418BB,1,0,0,,0,Breviceps montanus
2015RL002438,ADU,9000493,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118361,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,18.375,,,,,,Call heard only,1988/10/06,1988,10,6,,,,,,,,118361,9000493,-33.375;18.875,http://vmus.adu.org.za/?vm=FrogMAP-118361,YES,3318CD,1,0,0,,0,Breviceps montanus
2015RL002439,ADU,9000497,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118365,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.375,19.375,,,,,,Call heard only,1992/12/06,1992,12,6,,,,,,,,118365,9000497,-34.375;19.375,http://vmus.adu.org.za/?vm=FrogMAP-118365,YES,3419AD,1,0,0,,0,Breviceps montanus
2015RL002440,ADU,9000499,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118367,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,19.625,,,,,,Call heard only,1993/04/05,1993,4,5,,,,,,,,118367,9000499,-34.625;19.125,http://vmus.adu.org.za/?vm=FrogMAP-118367,YES,3419BA,1,0,0,,0,Breviceps montanus
2015RL002441,ADU,9000519,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118387,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,19.125,,,,,,Call heard only,2002/05/28,2002,5,28,,,,,,,,118387,9000519,-34.125;19.125,http://vmus.adu.org.za/?vm=FrogMAP-118387,YES,3419AA,1,0,0,,0,Breviceps montanus
2015RL002442,ADU,9000523,ADU:FrogMAP,FADV,FADV,URN:adu.org.za:SAFAP:118391,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,18.875,,,,,,Call heard only,2002/06/19,2002,6,19,,,,,,,,118391,9000523,-33.875;18.875,http://vmus.adu.org.za/?vm=FrogMAP-118391,YES,3318DD,1,0,0,,0,Breviceps montanus
2015RL002443,ADU,9001027,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118429,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.72194,21.93639,Map or GPS coordinates,,,,,Museum specimen; Photograph (live specimen); U; Non-SAFAP database,1993/05/21,1993,5,21,,,,,,,,118429,9001027,,http://vmus.adu.org.za/?vm=FrogMAP-118429,YES,3321DB,0,0,0,,0,Breviceps montanus
2015RL002444,ADU,9001103,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118509,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.25834,18.45555,Map or GPS coordinates,,,,,Call heard only,1998/09/24,1998,9,24,,,"Burger, M",,,,,118509,9001103,,http://vmus.adu.org.za/?vm=FrogMAP-118509,YES,3418AD,0,0,0,,0,Breviceps montanus
2015RL002445,ADU,9001107,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118513,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.45278,20.40055,Map or GPS coordinates,,,,,Call heard only; U,1997/08/13,1997,8,13,,,"Burger, M",,,,,118513,9001107,,http://vmus.adu.org.za/?vm=FrogMAP-118513,YES,3420AD,0,0,0,,0,Breviceps montanus
2015RL002446,ADU,9001241,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118634,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.43333,20.1,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118634,9001241,,http://vmus.adu.org.za/?vm=FrogMAP-118634,YES,3420AC,0,0,0,,0,Breviceps montanus
2015RL002447,ADU,9001247,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118640,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.36666,20.05,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118640,9001247,,http://vmus.adu.org.za/?vm=FrogMAP-118640,YES,3420CA,0,0,0,,0,Breviceps montanus
2015RL002448,ADU,9001271,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118664,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.73333,19.95,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118664,9001271,,http://vmus.adu.org.za/?vm=FrogMAP-118664,YES,3419DB,0,0,0,,0,Breviceps montanus
2015RL002449,ADU,9001282,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118675,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.61666,19.75,Map or GPS coordinates,,,,,Recorded call,1998/09/20,1998,9,20,,,"Burger, M",,,,,118675,9001282,,http://vmus.adu.org.za/?vm=FrogMAP-118675,YES,3419DB,0,0,0,,0,Breviceps montanus
2015RL002450,ADU,9001283,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118676,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.63334,19.71667,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118676,9001283,,http://vmus.adu.org.za/?vm=FrogMAP-118676,YES,3419DA,0,0,0,,0,Breviceps montanus
2015RL002451,ADU,9001293,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118686,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.7,19.56667,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118686,9001293,,http://vmus.adu.org.za/?vm=FrogMAP-118686,YES,3419DA,0,0,0,,0,Breviceps montanus
2015RL002452,ADU,9001294,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118687,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.66667,19.53333,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118687,9001294,,http://vmus.adu.org.za/?vm=FrogMAP-118687,YES,3419DA,0,0,0,,0,Breviceps montanus
2015RL002453,ADU,9001304,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118697,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.61666,19.45,Map or GPS coordinates,,,,,Call heard only,1998/09/20,1998,9,20,,,"Burger, M",,,,,118697,9001304,,http://vmus.adu.org.za/?vm=FrogMAP-118697,YES,3419CB,0,0,0,,0,Breviceps montanus
2015RL002454,ADU,9001312,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118705,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.13805,18.83556,Map or GPS coordinates,,,,,Photograph (live specimen),1997/10/05,1997,10,5,,,,,,,,118705,9001312,,http://vmus.adu.org.za/?vm=FrogMAP-118705,YES,3418AB,0,0,0,,0,Breviceps montanus
2015RL002455,ADU,9001322,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118715,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.04361,19.03528,Map or GPS coordinates,,,,,Voucher specimen,1998/09/23,1998,9,23,,,,,,,,118715,9001322,,http://vmus.adu.org.za/?vm=FrogMAP-118715,YES,3419AA,0,0,0,,0,Breviceps montanus
2015RL002456,ADU,9001324,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118717,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.98139,19.0375,Map or GPS coordinates,,,,,Call heard only,1998/09/23,1998,9,23,,,,,,,,118717,9001324,,http://vmus.adu.org.za/?vm=FrogMAP-118717,YES,3319CC,0,0,0,,0,Breviceps montanus
2015RL002457,ADU,9001332,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118725,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.04194,19.03778,Map or GPS coordinates,,,,,Specimen seen only,1998/09/23,1998,9,23,,,,,,,,118725,9001332,,http://vmus.adu.org.za/?vm=FrogMAP-118725,YES,3419AA,0,0,0,,0,Breviceps montanus
2015RL002458,ADU,9001346,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118740,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,18.375,,,,,,Recorded call; Voucher specimen,1997/09/19,1997,9,19,,,"Minter, L",,,,,118740,9001346,-33.375;18.875,http://vmus.adu.org.za/?vm=FrogMAP-118740,YES,3318CD,1,0,0,,0,Breviceps montanus
2015RL002459,ADU,9001382,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118815,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.875,18.375,,,,,,Recorded call; Specimen seen only,1997/09/19,1997,9,19,,,"Minter, L",,,,,118815,9001382,-33.375;18.875,http://vmus.adu.org.za/?vm=FrogMAP-118815,YES,3318CD,1,0,0,,0,Breviceps montanus
2015RL002460,ADU,9001403,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118836,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-31.96222,18.8875,Map or GPS coordinates,,,,,Call heard only,1997/08/30,1997,8,30,,,,,,,,118836,9001403,,http://vmus.adu.org.za/?vm=FrogMAP-118836,YES,3118DD,0,0,0,,0,Breviceps montanus
2015RL002461,ADU,9001494,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118927,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.32639,18.965,Map or GPS coordinates,,,,,Call heard only,1998/01/01,1998,1,1,,,,,,,,118927,9001494,,http://vmus.adu.org.za/?vm=FrogMAP-118927,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002462,ADU,9001549,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118982,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.34417,18.98944,Map or GPS coordinates,,,,,Call heard only,1998/07/13,1998,7,13,,,,,,,,118982,9001549,,http://vmus.adu.org.za/?vm=FrogMAP-118982,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002463,ADU,9001551,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:118984,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.34472,19.02111,Map or GPS coordinates,,,,,Call heard only,1998/07/13,1998,7,13,,,,,,,,118984,9001551,,http://vmus.adu.org.za/?vm=FrogMAP-118984,YES,3419AC,0,0,0,,0,Breviceps montanus
2015RL002464,ADU,9001589,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:119022,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.33333,18.93333,Map or GPS coordinates,,,,,Call heard only,1998/07/15,1998,7,15,,,,,,,,119022,9001589,,http://vmus.adu.org.za/?vm=FrogMAP-119022,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002465,ADU,9001592,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:119025,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.35,18.9,Map or GPS coordinates,,,,,Call heard only,1998/07/16,1998,7,16,,,,,,,,119025,9001592,,http://vmus.adu.org.za/?vm=FrogMAP-119025,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002466,ADU,9001593,ADU:FrogMAP,FWC,FWC,URN:adu.org.za:SAFAP:119026,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.31667,18.98333,Map or GPS coordinates,,,,,Call heard only,1998/07/16,1998,7,16,,,,,,,,119026,9001593,,http://vmus.adu.org.za/?vm=FrogMAP-119026,YES,3418BD,0,0,0,,0,Breviceps montanus
