ObjectID,institution source,occurrenceID,institutionCode,collectionID,collectionCode,catalogNumber,sex,kingdom,phylum,class,order,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificName,scientificNameAuthorship,taxonRank,dateIdentified,identifiedBy,typeStatus,continent,country,stateProvince,locality,decimalLatitude,decimalLongitude,coordinatePrecision,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,basisOfRecord,eventDate,year,month,day,habitat,fieldNumber,recordedBy,samplingProtocol,associatedMedia,eventRemarks,modified,Notes,notes 2,coord notes,Old id,share_data,gridref,QDS,errors,error notes,corrected,absent,sp
2015RL002534,ADU,57602957,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139896,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.19194,19.48722,Map or GPS coordinates,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139896,57602957,,http://vmus.adu.org.za/?vm=FrogMAP-139896,YES,3419AB,0,0,0,,0,Breviceps montanus
2015RL002535,ADU,57602959,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139898,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.19417,19.49111,Map or GPS coordinates,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139898,57602959,,http://vmus.adu.org.za/?vm=FrogMAP-139898,YES,3419AB,0,0,0,,0,Breviceps montanus
2015RL002536,ADU,57602962,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139901,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.16806,19.49444,Map or GPS coordinates,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139901,57602962,,http://vmus.adu.org.za/?vm=FrogMAP-139901,YES,3419AB,0,0,0,,0,Breviceps montanus
2015RL002537,ADU,57602964,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139903,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.31805,18.96389,Map or GPS coordinates,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139903,57602964,,http://vmus.adu.org.za/?vm=FrogMAP-139903,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002538,ADU,57602967,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139906,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.29278,18.93917,Map or GPS coordinates,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139906,57602967,,http://vmus.adu.org.za/?vm=FrogMAP-139906,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002539,ADU,57602970,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139909,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.29028,18.95694,Map or GPS coordinates,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139909,57602970,,http://vmus.adu.org.za/?vm=FrogMAP-139909,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002540,ADU,57602975,ADU:FrogMAP,FMB,FMB,URN:adu.org.za:SAFAP:139914,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.625,21.875,,,,,,Call heard only,2000/0/0,2000,0,0,,,,,,,,139914,57602975,-33.875;21.625,http://vmus.adu.org.za/?vm=FrogMAP-139914,YES,3321DB,1,0,0,,0,Breviceps montanus
2015RL002541,ADU,90082266,ADU:FrogMAP,CARRUTH,CARRUTH,URN:adu.org.za:SAFAP:140454,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.125,19.625,,,,,,Specimen seen only; Voucher specimen,1977/11/29,1977,11,29,,,,,,,,140454,90082266,-34.625;19.125,http://vmus.adu.org.za/?vm=FrogMAP-140454,YES,3419BA,1,0,0,,0,Breviceps montanus
2015RL002542,ADU,99900205,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:140896,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.975,18.94111,Map or GPS coordinates,,,,,Specimen seen only,1998/07/25,1998,7,25,,,,,,,,140896,99900205,,http://vmus.adu.org.za/?vm=FrogMAP-140896,YES,3318DD,0,0,0,,0,Breviceps montanus
2015RL002543,ADU,99900208,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:140899,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30611,18.81556,Map or GPS coordinates,,,,,Recorded call,1998/08/01,1998,8,1,,,,,,,,140899,99900208,,http://vmus.adu.org.za/?vm=FrogMAP-140899,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002544,ADU,99900222,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:140913,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.29306,18.84444,Map or GPS coordinates,,,,,Recorded call,1998/08/09,1998,8,9,,,,,,,,140913,99900222,,http://vmus.adu.org.za/?vm=FrogMAP-140913,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002545,ADU,99900229,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:140920,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.09222,18.42528,Map or GPS coordinates,,,,,Recorded call,1998/08/16,1998,8,16,,,,,,,,140920,99900229,,http://vmus.adu.org.za/?vm=FrogMAP-140920,YES,3418AB,0,0,0,,0,Breviceps montanus
2015RL002546,ADU,99900238,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:140929,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.02945,19.02056,Map or GPS coordinates,,,,,Specimen seen only,1998/01/24,1998,1,24,,,,,,,,140929,99900238,,http://vmus.adu.org.za/?vm=FrogMAP-140929,YES,3419AA,0,0,0,,0,Breviceps montanus
2015RL002547,ADU,99900514,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141205,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.95083,19.17111,Map or GPS coordinates,,,,,Recorded call,1999/05/22,1999,5,22,,,,,,,,141205,99900514,,http://vmus.adu.org.za/?vm=FrogMAP-141205,YES,3319CC,0,0,0,,0,Breviceps montanus
2015RL002548,ADU,99900552,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141243,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.03972,19.46139,Map or GPS coordinates,,,,,Recorded call,1999/07/02,1999,7,2,,,,,,,,141243,99900552,,http://vmus.adu.org.za/?vm=FrogMAP-141243,YES,3419AB,0,0,0,,0,Breviceps montanus
2015RL002549,ADU,99900592,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141283,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30416,18.84333,Map or GPS coordinates,,,,,Recorded call,1999/07/03,1999,7,3,,,,,,,,141283,99900592,,http://vmus.adu.org.za/?vm=FrogMAP-141283,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002550,ADU,99900598,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141289,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30917,18.84056,Map or GPS coordinates,,,,,Recorded call,1999/07/03,1999,7,3,,,,,,,,141289,99900598,,http://vmus.adu.org.za/?vm=FrogMAP-141289,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002551,ADU,99900603,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141294,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30667,18.82833,Map or GPS coordinates,,,,,Recorded call,1999/07/03,1999,7,3,,,,,,,,141294,99900603,,http://vmus.adu.org.za/?vm=FrogMAP-141294,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002552,ADU,99900607,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141298,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30611,18.81556,Map or GPS coordinates,,,,,Recorded call,1999/07/04,1999,7,4,,,,,,,,141298,99900607,,http://vmus.adu.org.za/?vm=FrogMAP-141298,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002553,ADU,99900610,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141301,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.08389,18.41833,Map or GPS coordinates,,,,,Recorded call,1999/07/17,1999,7,17,,,,,,,,141301,99900610,,http://vmus.adu.org.za/?vm=FrogMAP-141301,YES,3418AB,0,0,0,,0,Breviceps montanus
2015RL002554,ADU,99900612,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141303,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.07278,18.38222,Map or GPS coordinates,,,,,Recorded call,1999/07/17,1999,7,17,,,,,,,,141303,99900612,,http://vmus.adu.org.za/?vm=FrogMAP-141303,YES,3418AB,0,0,0,,0,Breviceps montanus
2015RL002555,ADU,99900619,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141310,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.81361,20.09083,Map or GPS coordinates,,,,,Recorded call,1999/07/21,1999,7,21,,,,,,,,141310,99900619,,http://vmus.adu.org.za/?vm=FrogMAP-141310,YES,3320CC,0,0,0,,0,Breviceps montanus
2015RL002556,ADU,99900637,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141328,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30667,18.85528,Map or GPS coordinates,,,,,Recorded call,1999/08/08,1999,8,8,,,,,,,,141328,99900637,,http://vmus.adu.org.za/?vm=FrogMAP-141328,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002557,ADU,99900639,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141330,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30722,18.86167,Map or GPS coordinates,,,,,Recorded call,1999/08/08,1999,8,8,,,,,,,,141330,99900639,,http://vmus.adu.org.za/?vm=FrogMAP-141330,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002558,ADU,99900645,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141336,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30222,18.88861,Map or GPS coordinates,,,,,Recorded call,1999/08/08,1999,8,8,,,,,,,,141336,99900645,,http://vmus.adu.org.za/?vm=FrogMAP-141336,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002559,ADU,99900647,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141338,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30528,18.87667,Map or GPS coordinates,,,,,Recorded call,1999/08/08,1999,8,8,,,,,,,,141338,99900647,,http://vmus.adu.org.za/?vm=FrogMAP-141338,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002560,ADU,99900654,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141345,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.30583,18.81556,Map or GPS coordinates,,,,,Recorded call,1999/08/09,1999,8,9,,,,,,,,141345,99900654,,http://vmus.adu.org.za/?vm=FrogMAP-141345,YES,3418BD,0,0,0,,0,Breviceps montanus
2015RL002561,ADU,99900723,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141414,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.94278,21.50139,Map or GPS coordinates,,,,,Call heard only,1999/08/21,1999,8,21,,,,,,,,141414,99900723,,http://vmus.adu.org.za/?vm=FrogMAP-141414,YES,3321DC,0,0,0,,0,Breviceps montanus
2015RL002562,ADU,99900727,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141418,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.945,21.49833,Map or GPS coordinates,,,,,Recorded call,1999/08/21,1999,8,21,,,,,,,,141418,99900727,,http://vmus.adu.org.za/?vm=FrogMAP-141418,YES,3321CD,0,0,0,,0,Breviceps montanus
2015RL002563,ADU,99900730,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141421,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.10556,20.26306,Map or GPS coordinates,,,,,Call heard only,1999/08/22,1999,8,22,,,,,,,,141421,99900730,,http://vmus.adu.org.za/?vm=FrogMAP-141421,YES,3420AB,0,0,0,,0,Breviceps montanus
2015RL002564,ADU,99900745,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141436,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.39833,19.41167,Map or GPS coordinates,,,,,Recorded call,1999/09/16,1999,9,16,,,,,,,,141436,99900745,,http://vmus.adu.org.za/?vm=FrogMAP-141436,YES,3319AD,0,0,0,,0,Breviceps montanus
2015RL002565,ADU,99900751,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141442,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.69556,19.07639,Map or GPS coordinates,,,,,Recorded call,1999/09/26,1999,9,26,,,,,,,,141442,99900751,,http://vmus.adu.org.za/?vm=FrogMAP-141442,YES,3319CA,0,0,0,,0,Breviceps montanus
2015RL002566,ADU,99900759,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141450,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.55639,19.15028,Map or GPS coordinates,,,,,Recorded call,1999/09/26,1999,9,26,,,,,,,,141450,99900759,,http://vmus.adu.org.za/?vm=FrogMAP-141450,YES,3319CA,0,0,0,,0,Breviceps montanus
2015RL002567,ADU,99900806,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141497,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-32.40889,19.11111,Map or GPS coordinates,,,,,Call heard only,1999/11/13,1999,11,13,,,,,,,,141497,99900806,,http://vmus.adu.org.za/?vm=FrogMAP-141497,YES,3219AC,0,0,0,,0,Breviceps montanus
2015RL002568,ADU,99900838,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141529,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.99083,18.98278,Map or GPS coordinates,,,,,Written description; Recorded call,2000/01/01,2000,1,1,,,,,,,,141529,99900838,,http://vmus.adu.org.za/?vm=FrogMAP-141529,YES,3318DD,0,0,0,,0,Breviceps montanus
2015RL002569,ADU,99900885,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141576,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.88361,19.16195,Map or GPS coordinates,,,,,Call heard only,2001/08/12,2001,8,12,,,,,,,,141576,99900885,,http://vmus.adu.org.za/?vm=FrogMAP-141576,YES,3319CC,0,0,0,,0,Breviceps montanus
2015RL002570,ADU,99900886,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141577,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.90028,19.15861,Map or GPS coordinates,,,,,Call heard only,2001/08/12,2001,8,12,,,,,,,,141577,99900886,,http://vmus.adu.org.za/?vm=FrogMAP-141577,YES,3319CC,0,0,0,,0,Breviceps montanus
2015RL002571,ADU,99900893,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141584,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.95778,18.88833,Map or GPS coordinates,,,,,Recorded call,2001/09/01,2001,9,1,,,,,,,,141584,99900893,,http://vmus.adu.org.za/?vm=FrogMAP-141584,YES,3318DD,0,0,0,,0,Breviceps montanus
2015RL002572,ADU,99900898,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:141589,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.97583,18.94111,Map or GPS coordinates,,,,,Recorded call,2001/09/02,2001,9,2,,,,,,,,141589,99900898,,http://vmus.adu.org.za/?vm=FrogMAP-141589,YES,3318DD,0,0,0,,0,Breviceps montanus
2015RL002573,ADU,99901352,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142043,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.90222,19.25833,Map or GPS coordinates,,,,,Recorded call,2002/04/07,2002,4,7,,,,,,,,142043,99901352,,http://vmus.adu.org.za/?vm=FrogMAP-142043,YES,3319CD,0,0,0,,0,Breviceps montanus
2015RL002574,ADU,99901354,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142045,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.90278,19.25472,Map or GPS coordinates,,,,,Call heard only,2002/04/07,2002,4,7,,,,,,,,142045,99901354,,http://vmus.adu.org.za/?vm=FrogMAP-142045,YES,3319CD,0,0,0,,0,Breviceps montanus
2015RL002575,ADU,99901370,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142061,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.22083,18.86111,Map or GPS coordinates,,,,,Call heard only,2002/04/21,2002,4,21,,,,,,,,142061,99901370,,http://vmus.adu.org.za/?vm=FrogMAP-142061,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002576,ADU,99901371,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142062,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.22167,18.87861,Map or GPS coordinates,,,,,Call heard only,2002/04/21,2002,4,21,,,,,,,,142062,99901371,,http://vmus.adu.org.za/?vm=FrogMAP-142062,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002577,ADU,99901373,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142064,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.22445,18.85028,Map or GPS coordinates,,,,,Call heard only,2002/04/21,2002,4,21,,,,,,,,142064,99901373,,http://vmus.adu.org.za/?vm=FrogMAP-142064,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002578,ADU,99901376,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142066,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-34.22889,18.88722,Map or GPS coordinates,,,,,Recorded call,2002/04/21,2002,4,21,,,,,,,,142066,99901376,,http://vmus.adu.org.za/?vm=FrogMAP-142066,YES,3418BB,0,0,0,,0,Breviceps montanus
2015RL002579,ADU,99901382,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142072,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.97917,18.41639,Map or GPS coordinates,,,,,Call heard only,2002/04/30,2002,4,30,,,,,,,,142072,99901382,,http://vmus.adu.org.za/?vm=FrogMAP-142072,YES,3318CD,0,0,0,,0,Breviceps montanus
2015RL002580,ADU,99901414,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142104,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.665,19.26583,Map or GPS coordinates,,,,,Call heard only,2002/08/15,2002,8,15,,,,,,,,142104,99901414,,http://vmus.adu.org.za/?vm=FrogMAP-142104,YES,3319CB,0,0,0,,0,Breviceps montanus
2015RL002581,ADU,99901423,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142113,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.565,19.42833,Map or GPS coordinates,,,,,Call heard only,2002/08/19,2002,8,19,,,,,,,,142113,99901423,,http://vmus.adu.org.za/?vm=FrogMAP-142113,YES,3319CB,0,0,0,,0,Breviceps montanus
2015RL002582,ADU,99901424,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142114,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.54917,19.41,Map or GPS coordinates,,,,,Call heard only,2002/08/20,2002,8,20,,,,,,,,142114,99901424,,http://vmus.adu.org.za/?vm=FrogMAP-142114,YES,3319CB,0,0,0,,0,Breviceps montanus
2015RL002583,ADU,99901428,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142118,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.54945,19.40528,Map or GPS coordinates,,,,,Call heard only,2002/08/20,2002,8,20,,,,,,,,142118,99901428,,http://vmus.adu.org.za/?vm=FrogMAP-142118,YES,3319CB,0,0,0,,0,Breviceps montanus
2015RL002584,ADU,99901442,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142132,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.54417,19.16583,Map or GPS coordinates,,,,,Call heard only,2002/08/23,2002,8,23,,,,,,,,142132,99901442,,http://vmus.adu.org.za/?vm=FrogMAP-142132,YES,3319CA,0,0,0,,0,Breviceps montanus
2015RL002585,ADU,99901469,ADU:FrogMAP,FMCALL,FMCALL,URN:adu.org.za:SAFAP:142158,,Animalia,Chordata,Amphibia,Anura,Brevicepitidae,Breviceps,,,,Breviceps montanus,,species,,,,Africa,,,,-33.8325,22.91583,Map or GPS coordinates,,,,,Call heard only,2002/10/09,2002,10,9,,,,,,,,142158,99901469,,http://vmus.adu.org.za/?vm=FrogMAP-142158,YES,3322DD,0,0,0,,0,Breviceps montanus
2015RL053826,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-678,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,Between Struisbaai and Elim,-34.73333333,19.95,Nearest Minute,,,,,Specimen,1998/09/20,1998,9,20,,,Burger M.,,,NULL,,,,,,,3419DB,0,0,0,,0,Breviceps montanus
2015RL053831,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001271.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.73333333,19.95,Nearest Second or better,,,,,Heard Call,1998/09/20,1998,9,20,,,M Burger,,,NULL,,,,,,,3419DB,0,0,0,,0,Breviceps montanus
2015RL053876,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001293.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.7,19.56666667,Nearest Second or better,,,,,Heard Call,1998/09/20,1998,9,20,,,M Burger,,,NULL,,,,,,,3419DA,0,0,0,,0,Breviceps montanus
2015RL053900,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-701,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,SE of Pearly Beach,-34.67,19.5116,Nearest Second or better,,,,,Specimen,1998/09/20,1998,9,20,,,Burger M.,,,NULL,,,,,,,3419DA,0,0,0,,0,Breviceps montanus
2015RL053901,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-700,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,SE of Pearly Beach,-34.67,19.5116,Nearest Second or better,,,,,Specimen,1998/09/20,1998,9,20,,,Burger M.,,,NULL,,,,,,,3419DA,0,0,0,,0,Breviceps montanus
2015RL053910,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001294.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.66666667,19.53333333,Nearest Second or better,,,,,Heard Call,1998/09/20,1998,9,20,,,M Burger,,,NULL,,,,,,,3419DA,0,0,0,,0,Breviceps montanus
2015RL053925,Cape Nature,,Western Cape Nature Conservation Board,,,MBPending-690,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,10 km S of Elim,-34.6506,19.6996,Nearest Second or better,,,,,Specimen,1998/09/20,1998,9,20,,,Burger M.,,,NULL,,,,,,,3419DA,0,0,0,,0,Breviceps montanus
2015RL053970,Cape Nature,,South African Frog Atlas Project,,,SAFAP-9001283.0,,Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,,,Breviceps montanus,,Species,,,,,,,,-34.63333333,19.71666667,Nearest Second or better,,,,,Heard Call,1998/09/20,1998,9,20,,,M Burger,,,NULL,,,,,,,3419DA,0,0,0,,0,Breviceps montanus
