date,vernacularname,day,month,year,decimallatitude,decimallongitude,province,country,protectedarea,roadsurface,scientificname,incidenttype,habitatgcategory
10/02/14,black-backed jackal,10,2,2014,-25.78388889,30.23916667,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
06/03/14,black-backed jackal,6,3,2014,-33.613185,25.91402,Eastern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
13/03/14,black-backed jackal,13,3,2014,-28.67292,25.02180333,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
29/03/14,black-backed jackal,29,3,2014,-26.16438889,27.51988889,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
09/01/14,black-backed jackal,9,1,2014,-26.340398,28.626276,Gauteng,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
17/02/14,black-backed jackal,17,2,2014,-25.618033,30.068755,Mpumalanga,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
14/03/14,black-backed jackal,14,3,2014,-26.6199,29.97206,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
18/03/14,black-backed jackal,18,3,2014,-25.80393,30.7881,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
29/03/14,black-backed jackal,29,3,2014,-26.16438889,27.51988889,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
29/01/14,black-backed jackal,29,1,2014,-26.340398,28.626276,Gauteng,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
17/02/14,black-backed jackal,17,2,2014,-25.618033,30.068755,Mpumalanga,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
14/03/14,black-backed jackal,14,3,2014,-26.6199,29.97206,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
18/03/14,black-backed jackal,18,3,2014,-25.80393,30.7881,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
31/03/14,black-backed jackal,31,3,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
14/04/14,black-backed jackal,14,4,2014,NA,NA,Not given,Zimbabwe,No,Not recorded,Canis mesomelas,Road Collision,Not given
04/04/14,black-backed jackal,4,4,2014,-31.96155556,22.40027778,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Open area
06/04/14,black-backed jackal,6,4,2014,-31.50902778,18.89047222,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Open area
10/04/14,black-backed jackal,10,4,2014,-26.19277778,27.41969444,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Agricultural
22/04/14,black-backed jackal,22,4,2014,-29.79805,24.131715,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
24/04/14,black-backed jackal,24,4,2014,-27.65788889,29.62580556,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
03/05/14,black-backed jackal,3,5,2014,-28.58612,25.47681,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
03/05/14,black-backed jackal,3,5,2014,-29.14163,25.62452,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
03/05/14,black-backed jackal,3,5,2014,-29.1417,25.6245,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
03/05/14,black-backed jackal,3,5,2014,-28.6432,25.6664,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
24/04/14,black-backed jackal,24,4,2014,-27.94127778,28.75272222,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/04/14,black-backed jackal,9,4,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
20/05/14,black-backed jackal,20,5,2014,-28.24819444,28.23258333,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
20/05/14,black-backed jackal,20,5,2014,-28.26213889,28.35325,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
27/05/14,black-backed jackal,27,5,2014,-27.64136111,29.66836111,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
16/05/14,black-backed jackal,16,5,2014,-27.63278833,26.25275333,Free State,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
16/05/14,black-backed jackal,16,5,2014,-27.91807833,25.77816167,Free State,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
18/05/14,black-backed jackal,18,5,2014,-28.01028333,19.14911833,Not given,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
19/05/14,black-backed jackal,19,5,2014,-21.18054667,16.81810667,Not given,Namibia,No,Not recorded,Canis mesomelas,Road Collision,Not given
11/05/14,black-backed jackal,11,5,2014,-26.5812,27.9365,North West,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
11/05/14,black-backed jackal,11,5,2014,-26.5812,27.9365,North West,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
30/05/14,black-backed jackal,30,5,2014,-29.143,25.6351,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
02/06/14,black-backed jackal,2,6,2014,-28.6887,29.6368,Mpumalanga,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
30/05/14,black-backed jackal,30,5,2014,-28.0691,29.0169,KwaZulu-Natal,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
13/06/14,black-backed jackal,13,6,2014,NA,NA,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
19/06/14,black-backed jackal,19,6,2014,-30.00884066,24.64200307,Free State,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
23/06/14,black-backed jackal,23,6,2014,-24.0576,28.4762,Limpopo,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
25/06/14,black-backed jackal,25,6,2014,-26.85223333,27.62418333,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/06/14,black-backed jackal,9,6,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
17/06/14,black-backed jackal,17,6,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
19/06/14,black-backed jackal,19,6,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
20/06/14,black-backed jackal,20,6,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
22/06/14,black-backed jackal,22,6,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
24/06/14,black-backed jackal,24,6,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/04/14,black-backed jackal,26,4,2014,-28.26555,22.03615,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
19/06/14,black-backed jackal,19,6,2014,-30.00884066,24.64200307,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
23/06/14,black-backed jackal,23,6,2014,-24.0576,28.4762,Gauteng,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
26/07/14,black-backed jackal,26,7,2014,-29.3085,24.6028,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
29/07/14,black-backed jackal,29,7,2014,-28.7875,25.0871,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
14/07/14,black-backed jackal,14,7,2014,-28.75826833,24.92675833,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
02/07/14,black-backed jackal,2,7,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
02/08/14,black-backed jackal,2,8,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
12/08/14,black-backed jackal,12,8,2014,NA,NA,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
17/08/14,black-backed jackal,17,8,2014,NA,NA,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
20/08/14,black-backed jackal,20,8,2014,NA,NA,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
29/07/14,black-backed jackal,29,7,2014,-27.07602,29.78454,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
10/09/14,black-backed jackal,10,9,2014,NA,NA,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
02/06/14,black-backed jackal,2,6,2014,-26.684915,28.395632,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
08/06/14,black-backed jackal,8,6,2014,-26.691881,28.397709,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
02/02/14,black-backed jackal,2,2,2014,NA,NA,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
05/02/14,black-backed jackal,5,2,2014,NA,NA,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
06/05/14,black-backed jackal,6,5,2014,-26.707204,28.403515,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
11/05/14,black-backed jackal,11,5,2014,-26.853942,28.480396,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
25/05/14,black-backed jackal,25,5,2014,-26.895318,28.528146,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/05/14,black-backed jackal,26,5,2014,-28.585092,29.608514,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/05/14,black-backed jackal,26,5,2014,-28.397282,29.392285,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
27/05/14,black-backed jackal,27,5,2014,-27.925574,28.963531,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
29/05/14,black-backed jackal,29,5,2014,-27.414624,28.806396,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/08/14,black-backed jackal,26,8,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
29/08/14,black-backed jackal,29,8,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
30/08/14,black-backed jackal,30,8,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
02/06/14,black-backed jackal,2,6,2014,NA,NA,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
08/06/14,black-backed jackal,8,6,2014,NA,NA,KwaZulu-Natal,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
18/10/14,black-backed jackal,18,10,2014,NA,NA,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
12/09/14,black-backed jackal,12,9,2014,-26.19371,30.76652,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/09/14,black-backed jackal,26,9,2014,-26.8805,30.6057,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/02/14,black-backed jackal,26,2,2014,-25.786856,28.16873,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Open area
30/10/14,black-backed jackal,30,10,2014,-24.84469,28.398789,Northern Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
30/08/14,black-backed jackal,30,8,2014,-23.9383,27.6277,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
19/09/14,black-backed jackal,19,9,2014,-27.5093,28.803,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
21/09/14,black-backed jackal,21,9,2014,-29.2385,29.9885,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
22/06/14,black-backed jackal,22,6,2014,-24.27809,30.61703,Limpopo,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/07/14,black-backed jackal,26,7,2014,-24.2329,30.57035,Limpopo,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
18/10/14,black-backed jackal,18,10,2014,-26.723161,28.413489,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
09/11/14,black-backed jackal,9,11,2014,-25.8589,29.3642,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
21/11/14,black-backed jackal,21,11,2014,-26.06483889,28.78591111,Not given,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
21/11/14,black-backed jackal,21,11,2014,-26.02049167,28.92905,Not given,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
21/11/14,black-backed jackal,21,11,2014,-25.65854444,28.00998889,Not given,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
01/06/14,black-backed jackal,1,6,2014,NA,NA,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
28/11/14,black-backed jackal,28,11,2014,NA,NA,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
28/11/14,black-backed jackal,28,11,2014,-33.68354722,18.70546111,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
28/11/14,black-backed jackal,28,11,2014,-25.82704722,27.81066389,North West,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
01/12/14,black-backed jackal,1,12,2014,-26.211752,30.580195,Mpumalanga,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
06/12/14,black-backed jackal,6,12,2014,-26.75903333,27.30389444,North West,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
15/12/14,black-backed jackal,15,12,2014,-30.298908,26.692661,Free State,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
24/12/14,black-backed jackal,24,12,2014,-33.531956,21.711322,Western Cape,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
26/12/14,black-backed jackal,26,12,2014,-26.493475,27.370778,Gauteng,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
25/12/14,black-backed jackal,25,12,2014,-24.840618,27.777122,Not given,South Africa,No,Paved,Canis mesomelas,Road Collision,Not given
28/11/14,black-backed jackal,28,11,2014,NA,NA,Mpumalanga,South Africa,Yes,Not recorded,Canis mesomelas,Road Collision,Not given
18/11/14,black-backed jackal,18,11,2014,-25.285,28.2979,Limpopo,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
09/12/14,black-backed jackal,9,12,2014,-28.2995,21.9698,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
15/12/14,black-backed jackal,15,12,2014,-29.2487,24.9309,Free State,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
20/12/14,black-backed jackal,20,12,2014,-31.4673,19.1737,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
22/12/14,black-backed jackal,22,12,2014,NA,NA,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
23/12/14,black-backed jackal,23,12,2014,-28.9887,24.6492,Northern Cape,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
04/12/14,black-backed jackal,4,12,2014,-29.12953667,25.50913167,Not given,South Africa,No,Not recorded,Canis mesomelas,Road Collision,Not given
26/07/14,black-footed cat,26,7,2014,-26.39135167,28.69302667,Gauteng,South Africa,No,Not recorded,Felis nigripes,Road Collision,Not given
25/11/14,black-footed cat,25,11,2014,-28.919,24.7512,Northern Cape,South Africa,No,Not recorded,Felis nigripes,Road Collision,Not given
NA,brown hyena,NA,NA,2014,NA,NA,Limpopo,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
01/03/14,brown hyena,1,3,2014,NA,NA,Limpopo,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
NA,brown hyena,NA,NA,2014,NA,NA,Gauteng,South Africa,No,Not recorded,Hyaena brunnea,Road Collision,Not given
21/04/14,brown hyena,21,4,2014,NA,NA,Limpopo,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
23/06/14,brown hyena,23,6,2014,NA,NA,Mpumalanga,South Africa,Yes,Paved,Hyaena brunnea,Road Collision,Not given
04/09/14,brown hyena,4,9,2014,NA,NA,Limpopo,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
02/10/14,brown hyena,2,10,2014,NA,NA,Western Cape,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
07/10/14,brown hyena,7,10,2014,NA,NA,Western Cape,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
08/10/14,brown hyena,8,10,2014,NA,NA,Western Cape,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
13/10/14,brown hyena,13,10,2014,NA,NA,Western Cape,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
18/10/14,brown hyena,18,10,2014,NA,NA,Western Cape,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
28/10/14,brown hyena,28,10,2014,NA,NA,Western Cape,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
16/12/14,brown hyena,16,12,2014,NA,NA,Limpopo,South Africa,No,Paved,Hyaena brunnea,Road Collision,Not given
NA,brown hyena,NA,NA,2014,NA,NA,Erongo Region,Namibia,Yes,Not recorded,Hyaena brunnea,Road Collision,Not given
22/04/14,cape clawless otter,22,4,2014,-25.17112,30.37249,Mpumalanga,South Africa,No,Paved,Aonyx capensis,Road Collision,Not given
