ID_nr,Date,Day,Month,Year,Time,decimalLatitude,decimalLongitude,verbatimCoordinates,GeoreferencingComments,georeferencedBy,coordinatePrecision,georeferenceVerificationStatus,Country,Province,Location,ProtectedArea,ProtectedAreaName,Elevation_m,RoadName,RoadType,RoadSurface,DrivingFrom,DrivingTo,TotalMileage,TimeStart,TimeEnd,RecordingRoadkill,Speed_kmh,OdometerReading,Class,vernacularName,Genus,ScientificName,Number,SpeciesComments,LivestockType,Sex,ActivityPhase,lifeStage,IncidentType,MeansOfReporting,Detail,Other,Photograph,HabitatGCategory,HabitatComments,FenceCategory,FenceComments,recordedBy,Institution,DataEnteredBy,fieldNotes
6391,08/08/15,8,8,2015,Not recorded,-25.40140833,28.30641944,,,Laura Goodman,0.1,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Found outside the Dinokeng Nature Reserve Gate,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Social media,Email Report,,Yes,Not given,Not given,Not given,Not given,Isabelle Tillet,Public,Laura Goodman,
6392,09/08/15,9,8,2015,Not recorded,-34.121692,19.516866,,,Data provider,0.00001,,South Africa,Western Cape,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,Email Report/ photo,,No,Not given,Not given,Not given,Not given,Stuart Shearer,Public,Laura Goodman,
6394,11/08/15,11,8,2015,Not recorded,-23.04225833,29.27675,,,Laura Goodman,0.1,,South Africa,Limpopo,Found next to Vivo road,No,N/A,Not given,Vivo Road,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,African Civet,Civettictis,Civettictis civetta,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Social media,Facebook,,Yes,Not given,Not given,Not given,Not given,Bibi Linden,Public,Laura Goodman,
6395,12/08/15,12,8,2015,Not recorded,-25.51375,28.4630833,,,Laura Goodman,0.1,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Found Nearl Tussen I Bome Guest Farm,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Social media,Facebook,Email Report ,Yes,Not given,Not given,Not given,Not given,Isabelle Tillet,Public,Laura Goodman,
6396,13/08/15,13,8,2015,Not recorded,-34.1633,19.43294,,,Data provider,0.00001,,South Africa,Western Cape,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Small-spotted Genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Stuart Shearer,Public,Laura Goodman,
6397,13/08/15,13,8,2015,Not recorded,-25.94226667,29.80901389,,,Laura Goodman,0.1,,South Africa,Mpumalanga,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Social media,Facebook,,Yes,Not given,Not given,Not given,Not given,Gerhard Vermaak,Public,Laura Goodman,
6399,16/08/15,16,8,2015,Not recorded,-22.23585833,29.65953333,,,Laura Goodman,0.1,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Slender Mongoose,Galerella,Galerella sanguinea,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Email Report/ photo,,No,Not given,Not given,Not given,Not given,Retha van der Walt,Public,Laura Goodman,
6400,20/08/15,20,8,2015,Not recorded,-22.31276111,29.885075,,,Laura Goodman,0.1,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,"Was alive when found, was moved off the road and not found the next day. Not sure if dead or alive",Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,,,No,Not given,Not given,Not given,Not given,Retha van der Walt,Public,Laura Goodman,
6404,25/08/15,25,8,2015,Not recorded,-27.22169444,27.274,"27°43'18.1""S; 27°16'26.4""E",,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6406,25/08/15,25,8,2015,Not recorded,-27.90163889,27.85130556,"27°54'05.9""S; 27°51'04.7""E",,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6407,25/08/15,25,8,2015,Not recorded,-28.05661111,29.20111111,"28°05'11.8""S; 29°12'04.0""E",,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6408,25/08/15,25,8,2015,Not recorded,-27.24713889,29.71513889,"27°14'49.7""S; 29°42'54.5""E",,Data provider,0.00001,,South Africa,Mpumalanga,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Suricate,Suricata,Suricata suricatta ,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6409,25/08/15,25,8,2015,Not recorded,-28.11352778,29.27805556,"28°06'48.7""S; 29°16'41.0""E",,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Suricate,Suricata,Suricata suricatta ,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6413,26/08/15,26,8,2015,Not recorded,-27.89513889,29.31541667,"27°53'42.5""S; 29°18'55.5""E",,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,2,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6414,26/08/15,26,8,2015,Not recorded,-27.58872222,29.76502778,"27°38'19.4""S; 29°45'54.1""E",,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6415,26/08/15,26,8,2015,Not recorded,-27.63538889,29.81772222,"27°38'07.4""S; 29°49'03.8""E",,Data provider,0.00001,,South Africa,KwaZulu-Natal,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,Yes,Not given,Not given,Not given,Not given,Bradley Gibbons,Public,Laura Goodman,
6713,23/11/05,23,11,2005,Not recorded,-26.56714,28.3767,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,,No,Not given,Not given,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6755,18/07/06,18,7,2006,Not recorded,-26.4488,28.6219,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,No,Grassland  ,Grassland,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6794,10/12/06,10,12,2006,Not recorded,-25.67844,28.50332,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Banded Mongoose,Mungos,Mungos mungo,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,No,Not given,Not given,Not given,Not given,West S,Public,Laura Goodman,
6817,01/02/07,1,2,2007,Not recorded,-26.76688,28.38156,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Unpaved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,Excel spreadsheet,,No,Agricultural,Maize fields,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6825,17/05/07,17,5,2007,Not recorded,-26.4343,28.2508,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,,No,Agricultural,Grassland & maize fields,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6866,14/07/09,14,7,2009,Not recorded,-26.45836,28.73831,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Cape Clawless Otter,Aonyx,Aonyx capensis,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Email,Excel spreadsheet,,No,Grassland  ,Grassland and dam,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6870,11/11/09,11,11,2009,Not recorded,-26.60901,27.4135,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,Excel spreadsheet,,No,Not given,Not given,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6882,27/01/11,27,1,2011,Not recorded,-25.73265,28.79278,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Email,Excel spreadsheet,,No,Veld,Veld,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6940,23/09/14,23,9,2014,Not recorded,-26.38954,28.50004,,,Data provider,0.00001,,South Africa,Gauteng,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Email,RoadWatch cellphone app,,No,Wetland,Wetland,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6942,04/10/14,4,10,2014,Not recorded,-31.9237,25.4316,,,Data provider,0.01,,South Africa,Eastern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Paved,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Email,RoadWatch cellphone app,,No,Veld,Veld,Not given,Not given,Whittington-Jones C,Public,Laura Goodman,
6949,15/11/14,15,11,2014, 13:23:04,-27.87869014,27.20732644,,,Data provider,0.00001, ,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Francois Botha,Public,Laura Goodman,
6957,18/11/14,18,11,2014, 06:45:02,-25.285,28.2979,,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Derek van Der Merwe,Public,Laura Goodman,
6968,18/11/14,18,11,2014, 10:08:05,-24.0875,27.6205,,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Derek van Der Merwe,Public,Laura Goodman,
6969,18/11/14,18,11,2014, 10:19:00,-23.9629,27.6454,,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Dwarf Mongoose,Helogale,Helogale parvula,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Derek van Der Merwe,Public,Laura Goodman,
6990,19/11/14,19,11,2014, 14:45:03,-24.2615,28.5024,,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,African Civet,Civettictis,Civettictis civetta,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Derek van Der Merwe,Public,Laura Goodman,
6991,19/11/14,19,11,2014, 14:46:02,-24.2147,28.5133,,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,African Civet,Civettictis,Civettictis civetta,1,ID as African Civet ,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Derek van Der Merwe,Public,Laura Goodman,
7003,22/11/14,22,11,2014, 08:39:05,-33.2665,26.4664,,,Data provider,0.00001,,South Africa,Eastern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Honey Badger,Mellivora,Mellivora capensis,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,christine coppinger,Public,Laura Goodman,
7017,22/11/14,22,11,2014, 11:06:03,-29.5732,24.1382,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7020,22/11/14,22,11,2014, 11:16:05,-29.493,24.2815,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7023,22/11/14,22,11,2014, 11:39:05,-29.1784,24.5518,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7024,22/11/14,22,11,2014, 11:50:00,-29.0195,24.6347,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7026,23/11/14,23,11,2014, 14:23:05,-28.8102,24.8121,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7031,24/11/14,24,11,2014, 12:59:02,-27.1939,22.4489,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,May be something else that looks like a polecat,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Michael Adams,Public,Laura Goodman,
7033,25/11/14,25,11,2014,16:41:01,-28.8253,24.7803,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7034,25/11/14,25,11,2014,16:51:04,-28.919,24.7512,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Also known as Small-spotted Cat,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Black-footed Cat,Felis,Felis nigripes,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7037,26/11/14,26,11,2014,17:31:16,-27.02513222,22.34445908,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Aliza le Rouz,Public,Laura Goodman,
7040,28/11/14,28,11,2014,17:20:03,-32.0377,25.402,,,Data provider,0.00001,,South Africa,Eastern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Bat-eared Fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Michael Adams,Public,Laura Goodman,
7041,29/11/14,29,11,2014, 10:05:00,-28.7194,24.7737,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Beryl Wilson,Public,Laura Goodman,
7044,01/12/14,1,12,2014, 06:47:05,-24.6659,27.4277,,,Data provider,0.00001,,South Africa,Limpopo,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,African Wild Cat,Felis,Felis lybica,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Irmgard Saayman,Public,Laura Goodman,
7073,07/12/14,7,12,2014, 09:49:05,-27.4418,32.0755,,,Data provider,0.00001,,South Africa,KwaZulu-Natal,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Slender Mongoose,Galerella,Galerella sanguinea,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
7074,07/12/14,7,12,2014, 10:51:04,-29.127,25.4822,,,Data provider,0.00001,,South Africa,Free State,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,No,Not recorded,Not recorded,Mammalia,Aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal  ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Henry Symington ,Public,Laura Goodman,
7110,09/12/14,9,12,2014, 10:42:04,-27.1526,24.2337,,,Data provider,0.00001,,South Africa,North West,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
7116,09/12/14,9,12,2014, 12:20:04,-27.9154,22.8383,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
7117,09/12/14,9,12,2014, 12:47:00,-27.9255,22.7685,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
7119,09/12/14,9,12,2014, 12:57:03,-28.2399,22.1464,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Yellow Mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
7120,09/12/14,9,12,2014, 12:58:00,-28.2429,22.1369,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Striped Polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
7122,09/12/14,9,12,2014, 13:07:00,-28.2995,21.9698,,,Data provider,0.00001,,South Africa,Northern Cape,Not recorded,No,N/A,Not given,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Yes,Not recorded,Not recorded,Mammalia,Black-backed Jackal,Canis,Canis mesomelas,1,not given,Wildlife,Unknown,Unknown ,Unknown,Road Collision,Cellphone app,Roadwatch,,No,Not given,Not given,Not given,Not given,Matt Pretorius,EWT,Laura Goodman,
