ID_nr,Date,Day,Month,Year,Time,decimalLatitude,decimalLongitude,verbatimCoordinates,GeoreferencingComments,georeferencedBy,coordinatePrecision,georeferenceVerificationStatus,Country,Province,Location,ProtectedArea,ProtectedAreaName,Elevation_m,RoadName,RoadType,RoadSurface,DrivingFrom,DrivingTo,TotalMileage,TimeStart,TimeEnd,RecordingRoadkill,Speed_kmh,OdometerReading,Class,vernacularName,Genus,ScientificName,Number,SpeciesComments,LivestockType,Sex,ActivityPhase,lifeStage,IncidentType,MeansOfReporting,Detail,Other,Photograph,HabitatGCategory,HabitatComments,FenceCategory,FenceComments,recordedBy,Institution,DataEnteredBy,fieldNotes
17792,06/09/17,6,9,2017,14:02:22,-30.49242063,24.67432184,-30.49242063  24.67432184,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1452,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17793,06/09/17,6,9,2017,14:02:47,-30.49403035,24.68070755,-30.49403035  24.68070755,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1441,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17794,06/09/17,6,9,2017,14:09:06,-30.51210535,24.78065445,-30.51210535  24.78065445,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1381,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17796,06/09/17,6,9,2017,14:16:48,-30.51726108,24.87688486,-30.51726108  24.87688486,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1304,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17846,07/09/17,7,9,2017,11:56:50,-31.21199414,26.15860093,-31.21199414  26.15860093,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1524,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,suricate,Suricata,Suricata suricatta,2,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17850,07/09/17,7,9,2017,12:33:38,-31.4577577,26.42850181,-31.4577577  26.42850181,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1704,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17852,07/09/17,7,9,2017,12:45:52,-31.52352232,26.52037277,-31.52352232  26.52037277,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1435,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17859,07/09/17,7,9,2017,13:44:13,-32.03418013,27.07140508,-32.03418013  27.07140508,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1025,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17875,09/09/17,9,9,2017,06:56:16,-30.84422932,27.30687004,-30.84422932  27.30687004,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1980,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17879,09/09/17,9,9,2017,07:08:35,-30.76012655,27.18117935,-30.76012655  27.18117935,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1636,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17895,09/09/17,9,9,2017,08:25:46,-30.59616684,26.53313547,-30.59616684  26.53313547,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1347,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17903,09/09/17,9,9,2017,08:52:03,-30.41402025,26.20140565,-30.41402025  26.20140565,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1357,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17922,09/09/17,9,9,2017,09:10:55,-30.49886269,25.86401095,-30.49886269  25.86401095,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1333,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17940,09/09/17,9,9,2017,09:38:14,-30.60657162,25.38708852,-30.60657162  25.38708852,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1291,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17953,09/09/17,9,9,2017,11:02:22,-30.49291989,24.67577509,-30.49291989  24.67577509,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1447,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17954,09/09/17,9,9,2017,11:27:39,-30.36165294,24.35409174,-30.36165294  24.35409174,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1428,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17958,15/09/17,15,9,2017,11:14:28,-29.22220898,24.28289423,-29.22220898  24.28289423,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1241,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17972,26/09/17,26,9,2017,09:21:42,-33.2764048,25.90355042,-33.2764048  25.90355042,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,483,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17977,26/09/17,26,9,2017,11:58:19,-32.02295113,25.49688964,-32.02295113  25.49688964,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,984,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17978,26/09/17,26,9,2017,12:04:57,-31.93200434,25.45292715,-31.93200434  25.45292715,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1040,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17984,26/09/17,26,9,2017,12:37:10,-31.58546764,25.08297036,-31.58546764  25.08297036,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1249,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17985,26/09/17,26,9,2017,12:37:45,-31.57841488,25.07739465,-31.57841488  25.07739465,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1277,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17988,01/10/17,1,10,2017,08:34:55,-30.06374174,23.90757134,-30.06374174  23.90757134,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1164,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
17989,01/10/17,1,10,2017,08:34:55,-30.06374174,23.90757134,-30.06374174  23.90757134,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1164,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18002,02/10/17,2,10,2017,09:33:27,-29.36799659,22.1067622,-29.36799659  22.1067622,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1009,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18003,02/10/17,2,10,2017,09:33:27,-29.36799659,22.1067622,-29.36799659  22.1067622,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1009,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18024,02/10/17,2,10,2017,11:28:03,-29.61479838,23.0316139,-29.61479838  23.0316139,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,988,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18025,02/10/17,2,10,2017,11:28:03,-29.61479838,23.0316139,-29.61479838  23.0316139,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,988,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18028,01/10/17,1,10,2017,08:34:55,-30.06374174,23.90757134,-30.06374174  23.90757134,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1164,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18035,02/10/17,2,10,2017,09:33:27,-29.36799659,22.1067622,-29.36799659  22.1067622,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1009,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18046,02/10/17,2,10,2017,11:28:03,-29.61479838,23.0316139,-29.61479838  23.0316139,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,988,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18048,23/10/17,23,10,2017,07:18:22,-30.05068201,24.16611994,-30.05068201  24.16611994,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1213,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18051,23/10/17,23,10,2017,07:43:55,-30.24254725,24.28998635,-30.24254725  24.28998635,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1348,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18058,23/10/17,23,10,2017,11:07:39,-31.2711598,24.9399797,-31.2711598  24.9399797,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1639,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18066,23/10/17,23,10,2017,16:08:52,-31.15033808,23.9607179,-31.15033808  23.9607179,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1486,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18070,23/10/17,23,10,2017,18:01:14,-30.55865233,24.07657374,-30.55865233  24.07657374,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1282,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18071,26/10/17,26,10,2017,07:33:41,-29.88554781,24.35059622,-29.88554781  24.35059622,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1163,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18072,26/10/17,26,10,2017,07:45:47,-29.94855557,24.52144898,-29.94855557  24.52144898,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1179,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18074,26/10/17,26,10,2017,08:05:44,-29.7767297,24.73426871,-29.7767297  24.73426871,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1227,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18081,26/10/17,26,10,2017,08:24:09,-29.54767222,24.89916706,-29.54767222  24.89916706,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1312,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18083,26/10/17,26,10,2017,10:18:59,-29.20312391,25.28282874,-29.20312391  25.28282874,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1309,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18087,26/10/17,26,10,2017,10:39:26,-29.0938818,25.26219514,-29.0938818  25.26219514,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1250,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,small-spotted genet,Genetta,Genetta genetta,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18098,26/10/17,26,10,2017,17:17:53,-29.39597518,24.36723803,-29.39597518  24.36723803,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1248,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18102,31/10/17,31,10,2017,07:06:56,-30.03930139,24.13506529,-30.03930139  24.13506529,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1208,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18110,31/10/17,31,10,2017,11:50:15,-30.54869245,25.68496033,-30.54869245  25.68496033,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1330,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18118,31/10/17,31,10,2017,12:20:13,-30.36890016,25.96711684,-30.36890016  25.96711684,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1414,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,bat-eared fox,Otocyon,Otocyon megalotis,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18123,31/10/17,31,10,2017,16:54:26,-30.2976726,24.34979383,-30.2976726  24.34979383,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1392,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18157,07/11/17,7,11,2017,08:50:23,-30.17954984,27.08426142,-30.17954984  27.08426142,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1557,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,aardwolf,Proteles,Proteles cristata,1,not given,Wildlife,Unknown,Nocturnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18158,07/11/17,7,11,2017,08:51:22,-30.16664224,27.08966799,-30.16664224  27.08966799,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1563,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,yellow mongoose,Cynictis,Cynictis penicillata,1,not given,Wildlife,Unknown,Diurnal,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18164,07/11/17,7,11,2017,12:17:48,-30.24483477,26.48029645,-30.24483477  26.48029645,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1474,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
18175,07/11/17,7,11,2017,16:00:37,-30.87669062,24.22477197,-30.87669062  24.22477197,NA,Data provider,NA,NA,South Africa,Not given,Not recorded,No,No,1359,Not given,Not given,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Not recorded,Mammalia,striped polecat,Ictonyx,Ictonyx striatus,1,not given,Wildlife,Unknown,Unknown,NA,Road Collision,Email,Excel spreadsheet,NA,No,Not given,Not given,Not given,Not given,Ronelle Visagie,EWT,Greg de Jong,NA
