unique_code,vm_number,sp_code,collection,basis_of_record,collector,country,state_prov,locality,coords_unc,Year,month,day,order,family,genus,species,taxon_name,common_nam,red_data_s,url,decimallat,decimallon
79815,115228,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Morreesburg distrik. Rusoord,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115228,-33.09583333,18.73388889
79816,115318,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Morreesburg distrik. Rusoord,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115318,-33.09583333,18.73388889
79817,99823,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Oshoekkop, Morreesburg District","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99823,-33.085,18.68
79818,115229,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Morreesburg distrik. Oshoekkop,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115229,-33.085,18.68
79819,172,550,ReptileMAP-VM,VMUS,Van der Spuy A.,South Africa,Western Cape,Goukamma NR; 43km from Knysna.,0-250 m,2004,2,24,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-172,-33.07069444,22.95058333
79820,99827,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Koringberg, Morreesburg District.","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99827,-33.01444444,18.645
79821,99828,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Koringberg, Morreesburg District.","degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99828,-33.01444444,18.645
79822,115311,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Morreesburg distrik. Koringberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115311,-33.01444444,18.645
79823,115312,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Morreesburg distrik. Koringberg,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115312,-33.01444444,18.645
79824,115272,550,CAPENATURE,voucher,GR McLachlan,South Africa,Western Cape,"Hoedjies Point, Saldanha","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115272,-33.00916667,17.94111111
79825,115273,550,CAPENATURE,voucher,GR McLachlan,South Africa,Western Cape,"Hoedjies Point, Saldanha","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115273,-33.00916667,17.94111111
79826,115274,550,CAPENATURE,voucher,GR McLachlan,South Africa,Western Cape,"Hoedjies Point, Saldanha","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115274,-33.00916667,17.94111111
79827,99782,550,JEM,voucher,leF Mouton,South Africa,Western Cape,"Kabeljoubank, Melkbosstrand","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99782,-33.00694444,18.31611111
79828,115282,550,CAPENATURE,voucher,leF Mouton,South Africa,Western Cape,"Kabeljoubank, Melkbosstrand","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115282,-33.00694444,18.31611111
79829,150763,550,ReptileMAP-VM,VMUS,Verburgt L.; Enviro-Insight CC,South Africa,Western Cape,Private farm near Saldanha,NA,2013,2,8,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-150763,-33.00635833,18.06064722
79830,22438,550,TM,voucher,WD Haacke,South Africa,Western Cape,Saldanha Bay,degree and integer minute,1962,9,10,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22438,-33,17.95
79831,151959,550,ReptileMAP-VM,VMUS,Bester Paul,South Africa,Western Cape,Ceres Karoo/Eierkop,Google Map zoom-level: 13,2014,8,17,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-151959,-32.99492389,19.32786942
79832,2372,550,ReptileMAP-VM,VMUS,Dorse C. & van Rooyen S.,South Africa,Western Cape,Jacobsbaai; Saldanha,0-250 m,2007,6,16,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-2372,-32.98083333,17.89138889
79833,99804,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Jacobsbaai, Vredenburg District","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99804,-32.96972222,17.88638889
79834,115218,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Jakobsbaai,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115218,-32.96972222,17.88638889
79836,99810,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Swartriet,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99810,-32.96083333,17.89888889
79837,99811,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Swartriet,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99811,-32.96083333,17.89888889
79838,115303,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Swartriet,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115303,-32.96083333,17.89888889
79839,115304,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Swartriet,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115304,-32.96083333,17.89888889
79840,115187,550,CAPENATURE,voucher,AJ Prins,South Africa,Western Cape,Jacobsbaai [nr Saldanha],"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115187,-32.96,17.88472222
79843,115268,550,CAPENATURE,voucher,AJ Prins,South Africa,Western Cape,Vredenburg & Jacobsbaai [between],"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115268,-32.94916667,17.9525
79845,1444,550,ReptileMAP-VM,VMUS,Dorse C. & Van Rooyen S.,South Africa,Western Cape,Dasklip Pas; Porterville,0-250 m,2006,6,11,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-1444,-32.88833333,19.03194444
79846,74501,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74501,-32.875,18.125
79847,74502,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74502,-32.875,18.375
79848,74503,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74503,-32.875,19.375
79849,94007,550,JD-VISSER,voucher,NA,South Africa,Western Cape,"Dasklip Pass, 35 km inland of the summit",centroid of 15x15 minute grid (QDS),1996,7,13,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-94007,-32.875,19.125
79850,115252,550,CAPENATURE,voucher,KH Barnard,South Africa,Western Cape,"Tafelberg, Bokkeveld* [N of Gydo Pass]","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115252,-32.875,19.375
79851,134323,550,CAS,Voucher,NA,South Africa,Western Cape,"Berg Rivier, 4 mi S of Piket Berg",centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134323,-32.875,18.875
79852,134324,550,CAS,Voucher,NA,South Africa,Western Cape,"Berg Rivier, 4 mi S of Piket Berg",centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134324,-32.875,18.875
79853,134325,550,CAS,Voucher,NA,South Africa,Western Cape,"Berg Rivier, 4 mi S of Piket Berg",centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134325,-32.875,18.875
79854,134326,550,CAS,Voucher,NA,South Africa,Western Cape,"Berg Rivier, 4 mi S of Piket Berg",centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134326,-32.875,18.875
79855,99809,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Tietiesbaai,"degree, minute and integer second",1984,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99809,-32.83583333,17.85916667
79856,115222,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Tietiesbaai,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115222,-32.83583333,17.85916667
79858,115466,550,CAPENATURE,voucher,A. Meyer,South Africa,Western Cape,Spitskoppe,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115466,-32.77916667,19.93583333
79859,96020,550,CUN-HEN,tissue,"KW,KAT,AAT",South Africa,Western Cape,Picketberg,"degree, minute and integer second",2004,8,17,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96020,-32.775,18.75138889
79860,96021,550,CUN-HEN,tissue,"KW,KAT,AAT",South Africa,Western Cape,Picketberg,"degree, minute and integer second",2004,8,17,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-96021,-32.775,18.75138889
79861,99805,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Soetlandskop, Vredenburg","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99805,-32.73777778,17.95638889
79862,99806,550,JEM,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,"Soetlandskop, Vredenburg","degree, minute and integer second",1983,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-99806,-32.73777778,17.95638889
79863,115219,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Soetlandskop,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115219,-32.73777778,17.95638889
79864,115301,550,CAPENATURE,voucher,"leF Mouton, D Mostert.",South Africa,Western Cape,Soetlandskop,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115301,-32.73777778,17.95638889
79868,93997,550,JD-VISSER,voucher,NA,South Africa,Western Cape,"Below Sneeuberg Hut, in valley past Uitkyk Pass, Algeria Forestry Station",centroid of 15x15 minute grid (QDS),1982,11,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-93997,-32.625,19.125
79869,93998,550,JD-VISSER,voucher,NA,South Africa,Western Cape,"Below Sneeuberg Hut, in valley past Uitkyk Pass, Algeria Forestry Station",centroid of 15x15 minute grid (QDS),1982,11,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-93998,-32.625,19.125
79870,93999,550,JD-VISSER,voucher,NA,South Africa,Western Cape,"Below Sneeuberg Hut, in valley past Uitkyk Pass, Algeria Forestry Station",centroid of 15x15 minute grid (QDS),1982,11,28,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-93999,-32.625,19.125
79872,5079,550,ReptileMAP-VM,VMUS,Dorse C. & van Rooyen S.,South Africa,Western Cape,Uitkyk Farm; Redelinghuys,0-250 m,2008,6,29,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-5079,-32.61408333,18.57086111
79874,4967,550,ReptileMAP-VM,VMUS,Rebelo A.,South Africa,Western Cape,Cedarberg; on top of mountain near Breekkrans,0-250 m,2008,4,27,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-4967,-32.57583333,19.25638889
79876,22445,550,TM,voucher,C OWEN,South Africa,Western Cape,Middleberg Pass,degree and integer minute,1985,9,20,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-22445,-32.46666667,19.15
79877,115349,550,CAPENATURE,voucher,C OWEN,South Africa,Western Cape,MIDDELBURG PASS,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115349,-32.46666667,19.15
79884,115457,550,CAPENATURE,sight,P.le F.N. Mouton,South Africa,Western Cape,"Engelbrecht site, Redelinghuys, Sandveld survey","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115457,-32.44611111,18.62194444
79885,115458,550,CAPENATURE,sight,P.le F.N. Mouton,South Africa,Western Cape,"Louw site, Redelinghuys, Sandveld survey","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115458,-32.41583333,18.50972222
79886,115141,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Kammanassieberg, saddle of Mannetjiesberg.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115141,-32.38222222,22.93555556
79887,115142,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Kammanassieberg, saddle of Mannetjiesberg.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115142,-32.38222222,22.93555556
79888,115110,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,"Kammanassieberg plateau, end of south fork.","degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115110,-32.37666667,22.85611111
79889,52068,550,PEM,Voucher,W.R. Branch,South Africa,Western Cape,Karoo National Park,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-52068,-32.375,22.625
79890,74504,550,SARCA-LIT,literature,NA,South Africa,Western Cape,NA,centroid of 15x15 minute grid (QDS),0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-74504,-32.375,22.625
79891,115111,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,Kammanassieberg campsite.,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115111,-32.375,22.89972222
79892,115146,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,Kammanassieberg campsite.,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115146,-32.375,22.89972222
79893,115147,550,CAPENATURE,voucher,W.R. Branch,South Africa,Western Cape,Kammanassieberg campsite.,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115147,-32.375,22.89972222
79894,115379,550,CAPENATURE,sight,J. Joubert,South Africa,Western Cape,Peerboom,"degree, minute and integer second",0,0,0,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-115379,-32.35055556,19.08777778
79895,134963,550,A-TURNER,photo,A. A. Turner & S.J. Davies,South Africa,Western Cape,NE of Elandsbaai,"degree, minute and integer second",1999,9,26,Squamata,Gekkonidae,Pachydactylus,geitje,Pachydactylus geitje,Ocellated Gecko,Least Concern (SARCA 2014),http://vmus.adu.org.za/?vm=ReptileMAP-134963,-32.27527778,18.41888889
